"ConstituencyCode","Constituency","Nominate","NominateAlias","Gender","Occupation","Politics","NominateDate","Remarks","Candidate"
"L03","¥ü»A","¾H«T·Ê","","¨k","","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","¾H«T·Ê"
"L03","¥ü»A","§dº~ÆN","","¨k","","","2015¦~10¤ë5¤é","","§dº~ÆN"
"L04","¦w©w","¶¾¨K½å","","¨k","ªÀ°Ï¤u§@ªÌ","­»´ä¤u·|Áp¦X·|","2015¦~10¤ë2¤é","","¶¾¨K½å"
"L04","¦w©w","¦¿»ñ»ö","","¤k","¥þÂ¾°ÏÄ³­û","¥Á¨ó","2015¦~10¤ë2¤é","","¦¿»ñ»ö"
"L05","¤Í·R«n","´¿¾Ë±d","","¨k","°ÏÄ³­û","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","´¿¾Ë±d"
"L05","¤Í·R«n","¿úÄ_ªâ","","¤k","°h¥ð¤½°È­û","¤H¥Á¤O¶q","2015¦~10¤ë12¤é","","¿úÄ_ªâ"
"L06","¤Í·R¥_","³¯¶³¥Í","","¨k","¥þÂ¾°ÏÄ³­û","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","³¯¶³¥Í"
"L06","¤Í·R¥_","ÃÓÂ@½å","","¨k","¥ßªk·|Ä³­û§U²z","¤uÄÒ","2015¦~10¤ë3¤é","","ÃÓÂ@½å"
"L06","¤Í·R¥_","ªL¥ß","","¨k","¹q¼v»s§@","¤Í·R¦w©w¥Á¥Íµo®i¦P·ù","2015¦~10¤ë8¤é","","ªL¥ß"
"L07","»A¿³","¦¶Ä£µØ","","¨k","¥þÂ¾°ÏÄ³­û","·s¥ÁÄÒ","2015¦~10¤ë5¤é","","¦¶Ä£µØ"
"L08","¤s´º","§dÆ[ÂE","","¨k","¥þÂ¾°ÏÄ³­û","","2015¦~10¤ë2¤é","","§dÆ[ÂE"
"L08","¤s´º","ÁúÂ§½å","","¨k","","¤ÙªùªÀ°ÏÃöª`²Õ","2015¦~10¤ë14¤é","","ÁúÂ§½å"
"L09","´º¿³","³¯¦³®ü","","¨k","¥Á¿ï°ÏÄ³­û","­»´ä¤u·|Áp¦X·|","2015¦~10¤ë2¤é","","³¯¦³®ü"
"L10","¿³¿A","®}¦|","","¨k","¥Á¿ï°ÏÄ³­û","­»´ä¤u·|Áp¦X·|","2015¦~10¤ë2¤é","","®}¦|"
"L10","¿³¿A","³¯¸Ö¶®","","¤k","","¤ÙªùªÀ°ÏÃöª`²Õ","2015¦~10¤ë15¤é","","³¯¸Ö¶®"
"L11","·s¼V","¥jº~±j","","¨k","","","2015¦~10¤ë2¤é","","¥jº~±j"
"L11","·s¼V","¦ó§µ«T","","¨k","³f¹B¤å­û","","2015¦~10¤ë14¤é","","¦ó§µ«T"
"L11","·s¼V","³\¨ô»¨","","¨k","§ø¥Nªí","¿W¥ß«J¿ï¤H","2015¦~10¤ë15¤é","","³\¨ô»¨"
"L12","¤T¸t","Ä¬¬·¦¨","","¨k","°Ó¤H","·s¥ÁÄÒ","2015¦~10¤ë2¤é","","Ä¬¬·¦¨"
"L12","¤T¸t","§õÀA²K","","¨k","®È¹C·~","","2015¦~10¤ë8¤é","","§õÀA²K"
"L13","«íºÖ","¦¶¶¶¶®","","¤k","°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","¦¶¶¶¶®"
"L13","«íºÖ","ÃQ¹Å»¨","","¨k","ª÷¿Ä·~¤À¦æ¸g²z","","2015¦~10¤ë9¤é","","ÃQ¹Å»¨"
"L13","«íºÖ","§õ®ÛªÚ","","¤k","ªF¥D","¿W¥ß","2015¦~10¤ë13¤é","","§õ®ÛªÚ"
"L13","«íºÖ","¶À¿AµØ","","¨k","¤uµ{®v","","2015¦~10¤ë15¤é","","¶À¿AµØ"
"L14","´I·s","§õ¥@±j","","¨k","°õ·~¤j«ß®v","","2015¦~10¤ë2¤é","","§õ¥@±j"
"L14","´I·s","À¹½å©Û","","¨k","¹q°T","","2015¦~10¤ë2¤é","","À¹½å©Û"
"L14","´I·s","¦ó­^¥Í","","¨k","°h¥ð¤H¤h","","2015¦~10¤ë2¤é","","¦ó­^¥Í"
"L14","´I·s","¥Ì¤å¾W","","¨k","ªÀ°Ïµo®i¥D¥ô","·s¥ÁÄÒ","2015¦~10¤ë2¤é","","¥Ì¤å¾W"
"L14","´I·s","±i°¶²y","","¨k","±Ð®v","","2015¦~10¤ë13¤é","","±i°¶²y"
"L14","´I·s","Às§ó·s","","¨k","¥Á¿ï°ÏÄ³­û","","2015¦~10¤ë15¤é","","Às§ó·s"
"L15","®®´ò","±iùÚ½÷","","¨k","¥þÂ¾°ÏÄ³­û","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","±iùÚ½÷"
"L15","®®´ò","¸­ÄR´A","Ãö¤Ó","¤k","","","2015¦~10¤ë9¤é","","¸­ÄR´A(Ãö¤Ó)"
"L16","¥üÁH","ºÂ²Ð«n","","¨k","¥þÂ¾ªÀ°Ï¥D¥ô","¥Á¨ó","2015¦~10¤ë2¤é","","ºÂ²Ð«n"
"L16","¥üÁH","«J°êªF","","¨k","","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","«J°êªF"
"L17","´ò´º","±ç°·¤å","","¨k","","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","±ç°·¤å"
"L17","´ò´º","©P±Ò·G","","¨k","ªÀ·|ªA°È","¤ÙªùªÀ°ÏÃöª`²Õ","2015¦~10¤ë14¤é","","©P±Ò·G"
"L18","½¹½º","Ä¬·R¸s","","¤k","¥þÂ¾°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë2¤é","","Ä¬·R¸s"
"L18","½¹½º","·¨´¼ùÚ","","¨k","«ß®v¦æ¤å­û","¥Á¨ó","2015¦~10¤ë15¤é","","·¨´¼ùÚ"
"L19","¼Ö»A","¦ó«T¤¯","","¨k","«ß®v","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","¦ó«T¤¯"
"L19","¼Ö»A","¦ó§g³ó","","¨k","«ß®v","¿W¥ß","2015¦~10¤ë8¤é","","¦ó§g³ó"
"L19","¼Ö»A","¨¿°¶©¾","","¨k","±Ð®v","§Ö«HªÀ·|ªA°È¹Î","2015¦~10¤ë8¤é","","¨¿°¶©¾"
"L19","¼Ö»A","±i¥Ã°¶","","¨k","","","2015¦~10¤ë12¤é","","±i¥Ã°¶"
"L19","¼Ö»A","¾GªQ®õ","","¨k","¤j¾Ç±Ð®v","¼ö¦å¤½¥Á","2015¦~10¤ë14¤é","","¾GªQ®õ"
"L19","¼Ö»A","¨HÀA²K","","¨k","°h¥ð¤½°È­û","","2015¦~10¤ë15¤é","","¨HÀA²K"
"L20","Àsªù","Às·ç­ë","","¤k","°ÏÄ³­û","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","Às·ç­ë"
"L21","·s´º","§õ»ñ¼`","","¤k","¬ü°êµù¥U°]°Èµ¦¹º®v","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","§õ»ñ¼`"
"L21","·s´º","¶ÀÄR¹ß","","¤k","¥þÂ¾°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","¶ÀÄR¹ß"
"L22","¨}´º","µ{§Ó¬õ","","¤k","¥þÂ¾°ÏÄ³­û","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","µ{§Ó¬õ"
"L22","¨}´º","©xªFºa","","¨k","«O¦w¥D¥ô","","2015¦~10¤ë7¤é","","©xªFºa"
"L23","¥Ð´º","§õ¬x´Ë","","¨k","","¤uÁp·|","2015¦~10¤ë2¤é","","§õ¬x´Ë"
"L23","¥Ð´º","©Û»ü¬Â","","¤k","¨àµ£±Ð¨|¤u§@ªÌ","","2015¦~10¤ë9¤é","","©Û»ü¬Â"
"L24","Ä_¥Ð","Ä¬¹Å¶²","","¤k","«ß®v","·s¥ÁÄÒ","2015¦~10¤ë2¤é","","Ä¬¹Å¶²"
"L24","Ä_¥Ð","¦¶»à¬x","¤j³°¦¶","¨k","¸Ë­×§PÀY","","2015¦~10¤ë15¤é","","¦¶»à¬x(¤j³°¦¶)"
"L25","«Ø¥Í","³¯¤åµØ","","¨k","¥þÂ¾°ÏÄ³­û","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","³¯¤åµØ"
"L25","«Ø¥Í","ªL±ê´¸","¤é«C","¤k","","","2015¦~10¤ë14¤é","","ªL±ê´¸(¤é«C)"
"L26","¥ü±d","§Å¦¨¾W","","¨k","","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","§Å¦¨¾W"
"L26","¥ü±d","³¯¾ð­^","","¤k","°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","³¯¾ð­^"
"L26","¥ü±d","Ã¹¯E®¦","","¤k","®iÄý·~°È¡Ð°ÆÁ`ºÊ","","2015¦~10¤ë15¤é","","Ã¹¯E®¦"
"L27","´º®p","¦ó§ö±ö","","¤k","¥þÂ¾°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","¦ó§ö±ö"
"L27","´º®p","ñK<U+73C9>åÊ","","¨k","ªÀ·|¤u§@­û","","2015¦~10¤ë13¤é","","ñK<U+73C9>åÊ"
"L28","´I®õ","³¯¤å°¶","","¨k","¥Á¿ï°ÏÄ³­û","­»´ä¤u·|Áp¦X·|","2015¦~10¤ë2¤é","","³¯¤å°¶"
"L28","´I®õ","¦ó°¶²»","","¨k","¤j¾Ç¥Í","¤ÙªùªÀ°ÏÃöª`²Õ","2015¦~10¤ë14¤é","","¦ó°¶²»"
"L29","¤Ùªù¶m­¥","³³¿ü·½","","¨k","¤½¥q¸³¨Æ","","2015¦~10¤ë2¤é","","³³¿ü·½"
"L29","¤Ùªù¶m­¥","¾H¼w´Ë","","¨k","°h¥ð¤H¤h","","2015¦~10¤ë12¤é","","¾H¼w´Ë"
"M01","Â×¦~","¶À°ê¶¯","","¨k","ªÀ°Ï·F¨Æ","¥Á¥D°}½u","2015¦~10¤ë2¤é","","¶À°ê¶¯"
"M01","Â×¦~","§f°í","","¨k","","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","§f°í"
"M02","¤ôÃä","°K±Ó¨à","","¤k","¥þÂ¾°ÏÄ³­û","","2015¦~10¤ë2¤é","","°K±Ó¨à"
"M03","«n«Ì","¶À°¶½å","","¨k","°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","¶À°¶½å"
"M03","«n«Ì","±iªâÄõ","","¤k","µù<U+518C>ªÀ¤u","¥Á«ØÁp","2015¦~10¤ë9¤é","","±iªâÄõ"
"M03","«n«Ì","³¯´f»ö","","¤k","ªÀ°ÏªA°È","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë9¤é","","³¯´f»ö"
"M04","¥_®Ô","ñK«T¦t","","¨k","°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","ñK«T¦t"
"M04","¥_®Ô","¶À¥É¬Ã","","¤k","*¥ßªk·|Ä³­û§U²z","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë9¤é","","¶À¥É¬Ã"
"M05","¤¸®Ô¤¤¤ß","ªL§Ê<U+885E>","","¨k","ªÀ°Ï·F¨Æ","¥Á¥D°}½u","2015¦~10¤ë2¤é","","ªL§Ê<U+885E>"
"M05","¤¸®Ô¤¤¤ß","¿½®ö»ï","","¨k","°ÏÄ³­û","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë9¤é","","¿½®ö»ï"
"M06","¤¸Às","¤ý«Â«H","","¨k","«ß®v","·s¥ÁÄÒ","2015¦~10¤ë7¤é","","¤ý«Â«H"
"M06","¤¸Às","²ø°·¦¨","","¨k","¤½¥q¸³¨Æ/°ÏÄ³­û","¸g¥ÁÁp","2015¦~10¤ë15¤é","","²ø°·¦¨"
"M07","»ñµ¾","³Á·~¦¨","","¨k","¥þÂ¾°ÏÄ³­û","¥Á¥D°}½u","2015¦~10¤ë2¤é","","³Á·~¦¨"
"M07","»ñµ¾","§E¥ò¨}","","¨k","°õ·~·|­p®v","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","§E¥ò¨}"
"M07","»ñµ¾","¤ý°¶","","¨k","°Ó¤H","","2015¦~10¤ë15¤é","","¤ý°¶"
"M08","¤Q¤K¶mªF","¨H»¨³Ç","","¨k","«ß®v","","2015¦~10¤ë8¤é","","¨H»¨³Ç"
"M09","¤Q¤K¶m¤¤","±ç©ú°í","","¨k","Àç¹B¸g²z","","2015¦~10¤ë5¤é","","±ç©ú°í"
"M10","¤Q¤K¶m¦è","µ{®¶©ú","","¨k","°ÏÄ³­û","","2015¦~10¤ë5¤é","","µ{®¶©ú"
"M11","«Ì¤s«n","±i¤ìªL","","¨k","°ÏÄ³­û","·s¬ÉªÀ¹ÎÁp·|","2015¦~10¤ë2¤é","","±i¤ìªL"
"M12","«Ì¤s¤¤","¾H¼y·~","","¨k","","","2015¦~10¤ë2¤é","","¾H¼y·~"
"M13","«Ì¤s¥_","¾H¹Fµ½","","¨k","°Ó¤H","","2015¦~10¤ë5¤é","","¾H¹Fµ½"
"M13","«Ì¤s¥_","·¨®a¦w","","¨k","°Ó¤H","","2015¦~10¤ë8¤é","","·¨®a¦w"
"M14","·H§ø","¾H®a¨}","","¨k","¥þÂ¾°ÏÄ³­û","","2015¦~10¤ë2¤é","","¾H®a¨}"
"M14","·H§ø","¾GÀA»¨","","¨k","°h¥ð","","2015¦~10¤ë15¤é","","¾GÀA»¨"
"M15","¤Ñ²±","³¯«äÀR","","¨k","¥þÂ¾°ÏÄ³­û","·s¥ÁÄÒ","2015¦~10¤ë2¤é","","³¯«äÀR"
"M15","¤Ñ²±","±ç·~ÄP","","¨k","","","2015¦~10¤ë15¤é","","±ç·~ÄP"
"M16","·ç·R","³¢±j","","¨k","¥þÂ¾°ÏÄ³­û","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë2¤é","","³¢±j"
"M16","·ç·R","©P¤lÄQ","","¨k","«D¦È§Q¾÷ºcÁ`·F¨Æ","","2015¦~10¤ë12¤é","","©P¤lÄQ"
"M17","·çµØ","©P¥Ã¶Ô","","¨k","°ÏÄ³­û","¦Û¥ÑÄÒ","2015¦~10¤ë2¤é","","©P¥Ã¶Ô"
"M17","·çµØ","°ª«T³Ç","","¨k","Ä³­û§U²z","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë9¤é","","°ª«T³Ç"
"M18","¹|µØ","¶ÀÞm¹a","","¤k","°ÏÄ³­û","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë9¤é","","¶ÀÞm¹a"
"M18","¹|µØ","³¯®a¾s","","¨k","","","2015¦~10¤ë13¤é","","³¯®a¾s"
"M19","®®®¦","»¯¨q¼_","","¤k","","","2015¦~10¤ë2¤é","","»¯¨q¼_"
"M20","´I®¦","¼B®Û®e","","¤k","¥Á¿ï°ÏÄ³­û","­»´ä¤u·|Áp¦X·|","2015¦~10¤ë2¤é","","¼B®Û®e"
"M20","´I®¦","±j°ê°¶","","¨k","Ä³­û§U²z","¤uÄÒ","2015¦~10¤ë2¤é","","±j°ê°¶"
"M21","¶h¿A","¶À¸Î§÷","","¨k","°Ó¤H","","2015¦~10¤ë2¤é","","¶À¸Î§÷"
"M21","¶h¿A","³¢¼y¥­","","¨k","°ÏÄ³­û","","2015¦~10¤ë3¤é","","³¢¼y¥­"
"M21","¶h¿A","¶À»·½÷","","¨k","«Ø¿v°Ó¤H","","2015¦~10¤ë7¤é","","¶À»·½÷"
"M22","¤ÑùÚ","³°¹|¶¯","","¨k","¥Á¿ï°ÏÄ³­û","­»´ä¤u·|Áp¦X·|","2015¦~10¤ë2¤é","","³°¹|¶¯"
"M22","¤ÑùÚ","¤ý¦Ê¦Ð","","¨k","ªÀ°Ï·F¨Æ","¤Ñ¤ô³ò¥Á¥ÍÃöª`¥­¥x","2015¦~10¤ë5¤é","","¤ý¦Ê¦Ð"
"M22","¤ÑùÚ","±i°ê´É","","¨k","¬¡°Ê²ÎÄwÅU°Ý","","2015¦~10¤ë7¤é","","±i°ê´É"
"M23","§»¶h","«À°ê«Â","","¨k","¥Á¿ï°ÏÄ³­û","­»´ä¤u·|Áp¦X·|","2015¦~10¤ë2¤é","","«À°ê«Â"
"M24","´¸´º","¾HÚZÁ¾","","¨k","¥þÂ¾°ÏÄ³­û","¤uÁp·|","2015¦~10¤ë2¤é","","¾HÚZÁ¾"
"M24","´¸´º","Ä¬¥Ã©z","","¨k","Âê¦K","","2015¦~10¤ë13¤é","","Ä¬¥Ã©z"
"M25","¹Å´ò¥_","§õ¤ë¥Á","","¨k","ªÀ·|¤u§@ªÌ","","2015¦~10¤ë10¤é","","§õ¤ë¥Á"
"M25","¹Å´ò¥_","¦ó´fªÚ","","¤k","µù<U+518C>ªÀ¤u","","2015¦~10¤ë13¤é","","¦ó´fªÚ"
"M26","·O¯§","³¯¬ü½¬","","¤k","¤¸®Ô°ÏÄ³­û","","2015¦~10¤ë5¤é","","³¯¬ü½¬"
"M26","·O¯§","µ{®e½÷","","¨k","Á¿®v-ª÷¿Ä§ë¸ê","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë9¤é","","µ{®e½÷"
"M27","Ä£¯§","°¨²Q¿P","","¤k","ªÀ°ÏªA°È","¥Á¥D«Ø´ä¨ó¶iÁp·ù","2015¦~10¤ë9¤é","","°¨²Q¿P"
"M27","Ä£¯§","¤ý¨Ø½å","¼B¤Ó","¤k","Ä³­û§U²z/ªÀ°Ï¥D¥ô","","2015¦~10¤ë9¤é","","¤ý¨Ø½å(¼B¤Ó)"
"M28","¤ÑÄ£","±çºa¥Í","«í¥J","¨k","¤p¾Ç¾É®v","","2015¦~10¤ë5¤é","","±çºa¥Í(«í¥J)"
"M28","¤ÑÄ£","±ç§Ó²»","","¨k","¥þÂ¾Ä³­û","*¥Á¥D«Ø´ä¨ó¶iÁp·ù/·s¬ÉªÀ¹ÎÁp·|","2015¦~10¤ë9¤é","","±ç§Ó²»"
"M29","¹Å´ò«n","§d¥É­^","","¤k","ªÀ°Ï·F¨Æ","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","§d¥É­^"
"M29","¹Å´ò«n","´ï®a¶¯","","¨k","","","2015¦~10¤ë2¤é","","´ï®a¶¯"
"M30","¹|<U+6822>","¶À¨ô°·","","¨k","°ÏÄ³­û","*·s¥ÁÄÒ","2015¦~10¤ë2¤é","","¶À¨ô°·"
"M30","¹|<U+6822>","²öª¢º³","","¨k","°h¥ð","","2015¦~10¤ë5¤é","","²öª¢º³"
"M31","ÀA<U+7D89>ªá¶é","ªô±a®X","","¤k","°ÏÄ³­û","","2015¦~10¤ë5¤é","","ªô±a®X"
"M31","ÀA<U+7D89>ªá¶é","±çÞm<U+5803>","","¨k","ÅU°Ý","","2015¦~10¤ë14¤é","","±çÞm<U+5803>"
"M31","ÀA<U+7D89>ªá¶é","§ù¹Å­Û","","¨k","¸ê°T¬ì§Þ","","2015¦~10¤ë15¤é","","§ù¹Å­Û"
"M32","·s¥Ð","¤å¥ú©ú","","¨k","·s¥Ð¥þÂ¾¥Á¿ï°ÏÄ³­û","","2015¦~10¤ë5¤é","","¤å¥ú©ú"
"M32","·s¥Ð","¤å¶QºX","","¨k","¤½¥q¸³¨Æ","","2015¦~10¤ë9¤é","","¤å¶QºX"
"M33","ÀA¥Ð","¾H¨ôµM","","¨k","°Ó¤H","","2015¦~10¤ë5¤é","","¾H¨ôµM"
"M34","¤K¶m¥_","¾HÂèÄ£","","¨k","¤K¶m¥_³Ð·|¥D®u","","2015¦~10¤ë6¤é","","¾HÂèÄ£"
"M34","¤K¶m¥_","¾H§Ó¥ú","","¨k","ªÀ°Ï·F¨Æ","","2015¦~10¤ë12¤é","","¾H§Ó¥ú"
"M35","¤K¶m«n","¾¤°¶¶¯","","¨k","°ÏÄ³­û","","2015¦~10¤ë2¤é","","¾¤°¶¶¯"
"M35","¤K¶m«n","±ç¯E²`","","¨k","°h¥ð¤½°È­û","¿W¥ß","2015¦~10¤ë12¤é","2015¦~10¤ë13¤é°h¿ï","±ç¯E²`"
"M35","¤K¶m«n","¦¶³Í<U+5EF8>","","¨k","ªÀ°Ï²ÕÂ´ªÌ","¤g¦a¥¿¸qÁp·ù","2015¦~10¤ë14¤é","","¦¶³Í<U+5EF8>"
"N01","Áp©M¼V","Ã¹¥@®¦","","¨k","¥þÂ¾°ÏÄ³­û","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","Ã¹¥@®¦"
"N01","Áp©M¼V","¼B©ú°í","ªü°í","¨k","¦a°Ï·F¨Æ","¦Û¥ÑÄÒ","2015¦~10¤ë3¤é","","¼B©ú°í(ªü°í)"
"N01","Áp©M¼V","´¿¿³¶©","","¨k","¥ßªk·|Ä³­û§U²z","¥Á«ØÁp","2015¦~10¤ë9¤é","","´¿¿³¶©"
"N02","¯»À­¥«","´^®¶Án","","¨k","µù¥U±M·~¤uµ{®v","¿W¥ß¤H¤h","2015¦~10¤ë2¤é","","´^®¶Án"
"N02","¯»À­¥«","¶À®ÊÆF","","¨k","¦³¾÷ºØ´ÓÅU°Ý","·s«äºû","2015¦~10¤ë9¤é","","¶À®ÊÆF"
"N03","²»µØ","³¯¦°©ú","","¨k","ªÀ°Ï·F¨Æ","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","³¯¦°©ú"
"N03","²»µØ","¨¿®ü°¶","","¨k","ªÀ¤u","µLÄÒ¬£­Ô¿ï¤H","2015¦~10¤ë5¤é","","¨¿®ü°¶"
"N03","²»µØ","¸­Â`¥à","","¨k","°ÏÄ³­û","¿W¥ß","2015¦~10¤ë8¤é","","¸­Â`¥à"
"N03","²»µØ","¶À¹Å¯E","","¨k","¥­­±³]­p®v","¥_°Ï°Ê·½","2015¦~10¤ë10¤é","","¶À¹Å¯E"
"N04","µØ³£","«À»Ê","","¨k","°ÏÄ³­û/²z°]µ¦¹º¸g²z","¥Á«ØÁp/·sªÀÁp","2015¦~10¤ë9¤é","","«À»Ê"
"N05","µØ©ú","³¯´f¹F","","¨k","","·s¥Á¥D¦P·ù","2015¦~10¤ë3¤é","","³¯´f¹F"
"N05","µØ©ú","¿à¤ß","","¨k","¥þÂ¾°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë9¤é","","¿à¤ß"
"N06","ªY²±","¼B°ê¾±","","¨k","°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë9¤é","","¼B°ê¾±"
"N07","²±ºÖ","<U+6E29>©M¹F","","¨k","¥Á¿ï°ÏÄ³­û","­»´ä¤u·|Áp¦X·|","2015¦~10¤ë2¤é","","<U+6E29>©M¹F"
"N08","¯»À­«n","¦ó¾ð¥ú","","¨k","¦æ¬FÁ`µô","*¿W¥ß­Ô¿ï¤H","2015¦~10¤ë2¤é","","¦ó¾ð¥ú"
"N08","¯»À­«n","¶À¦¨´¼","","¨k","ªÀ·|¤u§@ªÌ","·s«äºû","2015¦~10¤ë12¤é","","¶À¦¨´¼"
"N09","²Mªe","ÂÅ°¶¨}","","¨k","","¥Á«ØÁp","2015¦~10¤ë9¤é","","ÂÅ°¶¨}"
"N10","±s¤Ó","´¿«lÁo","","¨k","°ÏÄ³­û","­»´ä¤u·|Áp¦X·|","2015¦~10¤ë2¤é","","´¿«lÁo"
"N10","±s¤Ó","«Jºa¥ú","","¨k","°Ó¤H","¦Û¥ÑÄÒ","2015¦~10¤ë5¤é","","«Jºa¥ú"
"N10","±s¤Ó","¥Û©Ð¦³","","¨k","°·¨­±Ð½m","","2015¦~10¤ë15¤é","","¥Û©Ð¦³"
"N11","¤W¤ô¶m­¥","«JºÖ¹F","","¨k","°Ó¤H","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë5¤é","","«JºÖ¹F"
"N11","¤W¤ô¶m­¥","«Jª÷ªL","","¨k","¥þÂ¾°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë9¤é","","«Jª÷ªL"
"N12","±m¶é","Ä¬¦è´¼","","¨k","¥þÂ¾°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë9¤é","","Ä¬¦è´¼"
"N12","±m¶é","±çª÷¦¨","","¨k","­Ü°È¥D¥ô","¥_°Ï¤ô³f«ÈÃöª`²Õ","2015¦~10¤ë14¤é","","±çª÷¦¨"
"N13","¥Û´ò¼V","ªL¨ô§Ê","","¨k","Á`·F¨Æ","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","ªL¨ô§Ê"
"N13","¥Û´ò¼V","¼B¦J°·","","¨k","","","2015¦~10¤ë7¤é","","¼B¦J°·"
"N13","¥Û´ò¼V","¤ý¼í±j","","¨k","±Ð®v","¥Á«ØÁp","2015¦~10¤ë9¤é","","¤ý¼í±j"
"N14","¤Ñ¥­¦è","¶À§»·Ê","","¨k","°ÏÄ³­û","­»´ä¤u·|Áp¦X·|","2015¦~10¤ë2¤é","","¶À§»·Ê"
"N14","¤Ñ¥­¦è","¼ï¼wºa","","¨k","°h¥ð°Ó¤H","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","¼ï¼wºa"
"N14","¤Ñ¥­¦è","§õ¬Fº³","","¨k","","¼ö¦å¤½¥Á","2015¦~10¤ë14¤é","","§õ¬Fº³"
"N15","»ñ»A","¹ù°êµØ","","¨k","°ÏÄ³­û","","2015¦~10¤ë8¤é","","¹ù°êµØ"
"N15","»ñ»A","¹ù¿³¬x","","¨k","°Ó¤H","¥Á«ØÁp","2015¦~10¤ë9¤é","","¹ù¿³¬x"
"N15","»ñ»A","§E¸U¥ú","","¨k","¦w¥þ¥D¥ô","","2015¦~10¤ë13¤é","","§E¸U¥ú"
"N16","¨F¥´","¦¶·R¥­","","¨k","","","2015¦~10¤ë6¤é","","¦¶·R¥­"
"N16","¨F¥´","<U+6E29>©M½÷","","¨k","°Ó¤H","¥Á«ØÁp","2015¦~10¤ë9¤é","","<U+6E29>©M½÷"
"N16","¨F¥´","´¿¥É¦w","","¨k","°h¥ð±Ð®v","","2015¦~10¤ë12¤é","","´¿¥É¦w"
"N16","¨F¥´","±i¶Q°]","","¨k","*ªÀ°Ï·F¨Æ","¥´¹ªÀ­©Wà|«O½Ã®a¶éÁp·ù","2015¦~10¤ë12¤é","","±i¶Q°]"
"N17","¤Ñ¥­ªF","¼B¨ä²l","","¨k","ªÀ°Ïµo®i¥D¥ô","¥Á¥DÄÒ","2015¦~10¤ë2¤é","","¼B¨ä²l"
"N17","¤Ñ¥­ªF","¬_­Å»ö","","¤k","°ÏÄ³­û","¥Á«ØÁp","2015¦~10¤ë9¤é","","¬_­Å»ö"
"N17","¤Ñ¥­ªF","§E´¼¦¨","","¨k","¦æ¬F¤H­û","¿W¥ß­Ô¿ï¤H","2015¦~10¤ë14¤é","","§E´¼¦¨"
"N18","¬Ó¦Z¤s","¾H®Ú¦~","","¨k","°Ó¤H","¥Á«ØÁp","2015¦~10¤ë9¤é","","¾H®Ú¦~"
"P01","¤j®H¼V","§õ°ê­^","","¨k","«ß®v","¥Á«ØÁp","2015¦~10¤ë8¤é","","§õ°ê­^"
"P01","¤j®H¼V","½²<U+548F>±ö","","¤k","®a®x¥D°ü","","2015¦~10¤ë15¤é","","½²<U+548F>±ö"
